test_set,rank_within_test_set,image_id,dataset_index,threshold,tp,fp,fn,tn,precision,recall,f1,iou,accuracy,specificity,false_positive_rate,false_negative_rate,gt_area,pred_area,pred_gt_area_ratio
TestingSet,1,TestingSet_000001,1,0.11,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.12,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.13,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.14,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.15,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.16,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.17,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.18,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.19,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.2,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.21,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.22,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.23,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.24,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.25,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.26,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.27,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.28,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.29,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.3,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.31,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.32,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.33,16,1066,38,2976,0.014787430683918669,0.2962962962962963,0.02816901408450704,0.014285714285714285,0.73046875,0.7362691736763978,0.2637308263236022,0.7037037037037037,54,1082,20.037037037037038
TestingSet,1,TestingSet_000001,1,0.34,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.35,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.36,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.37,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.38,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.39,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.4,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.41,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.42,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.43,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.44,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.45,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.46,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.47,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
TestingSet,1,TestingSet_000001,1,0.48,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335
