test_set,dataset_folder,method,postprocess,threshold,tp,fp,fn,tn,precision,recall,f1,iou,accuracy,specificity,false_positive_rate,false_negative_rate
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.01,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.02,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.03,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.04,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.05,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.06,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.07,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.08,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.09,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.1,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.11,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.12,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.13,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.14,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.15,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.16,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.17,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.18,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.19,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.2,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.21,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.22,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.23,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.24,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.25,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.26,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.27,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.28,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.29,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.3,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.31,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.32,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.33,100,3879,152,12253,0.025131942699170646,0.3968253968253968,0.04727014890096903,0.02420721374969741,0.75396728515625,0.7595462434911976,0.24045375650880238,0.6031746031746031
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.34,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.35,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.36,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.37,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.38,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.39,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.4,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.41,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.42,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.43,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.44,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
FCD,DocTamperV1-FCD,grayscale + H95,no_blob,0.45,33,1490,219,14642,0.021667760998030205,0.13095238095238096,0.0371830985915493,0.01894374282433984,0.89569091796875,0.9076369947929581,0.09236300520704191,0.8690476190476191
