test_set,rank_within_test_set,image_id,sample_id,dataset_index,dataset_folder,postprocess,threshold_at_default,threshold,selection_f1,selection_iou,tp,fp,fn,tn,precision,recall,f1,iou,accuracy,specificity,false_positive_rate,false_negative_rate,gt_area,pred_area,pred_gt_area_ratio,error_area,error_area_ratio,gt_area_ratio,pred_area_ratio,prob_mean_global,prob_p95_global,prob_mean_inside_gt,prob_mean_outside_gt,prob_mean_inside_pred,prob_mean_tp,prob_mean_fp,prob_mean_fn,h95_available,h95_mean_inside_gt,h95_p95_inside_gt,h95_mean_outside_gt,h95_p95_outside_gt,h95_mean_inside_pred,h95_mean_fp,h95_mean_fn,h95_signal_ratio,likely_h95_signal,gt_num_blobs,gt_largest_blob_area,gt_mean_blob_area,gt_p95_blob_area,pred_num_blobs,pred_largest_blob_area,pred_mean_blob_area,pred_p95_blob_area,tp_num_blobs,tp_largest_blob_area,tp_mean_blob_area,tp_p95_blob_area,fp_num_blobs,fp_largest_blob_area,fp_mean_blob_area,fp_p95_blob_area,fn_num_blobs,fn_largest_blob_area,fn_mean_blob_area,fn_p95_blob_area,best_threshold,best_threshold_f1,best_threshold_iou,threshold_gap_f1,threshold_gap_iou,severity,failure_severity,raw_pixel_category,failure_category,primary_failure_category,precision_recall_pattern,expansion_type,calibration_status,fragmentation_status,boundary_shape_status,semantic_failure_status,tamper_type,tamper_type_source,tamper_type_confidence,tamper_type_reason,metadata_tamper_type,heuristic_tiny_tamper_region,heuristic_strong_h95_signal_inside_gt,heuristic_prediction_much_larger_than_gt,heuristic_prediction_much_smaller_than_gt,likely_tamper_type,likely_tamper_confidence,likely_reasons,panel_path
FCD,1,FCD_000001,FCD_000001,1,DocTamperV1-FCD,no_blob,0.5,0.5,0.01532567049808429,0.007722007722007722,2,205,52,3837,0.00966183574879227,0.037037037037037035,0.01532567049808429,0.007722007722007722,0.937255859375,0.9492825333993072,0.05071746660069273,0.9629629629629629,54,207,3.8333333333333335,257,0.062744140625,0.01318359375,0.050537109375,0.1099446639418602,0.6666666865348816,0.11728396266698837,0.10984661430120468,0.7665055990219116,0.8333333730697632,0.7658536434173584,0.08974359929561615,True,0.11728396266698837,0.3333333432674408,0.10984661430120468,0.6666666865348816,0.7665055990219116,0.7658536434173584,0.08974359929561615,1.0677065718960117,weak_h95_forensic_signal,1,54,54.0,54.0,51,20,4.0588235294117645,17.0,1,2,2.0,2.0,52,20,3.9423076923076925,16.89999999999999,1,52,52.0,52.0,0.01,0.02816901408450704,0.014285714285714285,0.012843343586422749,0.006563706563706563,catastrophic,catastrophic,false_positive_heavy,false_positive_heavy,both_fp_and_fn,both_fp_and_fn,over_expansion,threshold_not_main_issue,fragmentation_noise,not_primary_boundary_error,semantic_failure_possible,generation,metadata,1.0,official tampering type metadata from tampering_types pickle,generation,True,False,True,False,generation,metadata,tiny_tamper_region; large_over_prediction; fragmented_prediction_noise; weak_h95_forensic_signal,E:\Code\FINAL\Approach\resnet_H95\Train_resnet_server\res\failure_case_analysis\selected_worst_200\FCD\rank_001_f1_0.0153_FCD_000001.png
FCD,2,FCD_000000,FCD_000000,0,DocTamperV1-FCD,no_blob,0.5,0.5,0.030162412993039445,0.015312131919905771,13,809,27,3247,0.015815085158150853,0.325,0.030162412993039445,0.015312131919905771,0.7958984375,0.8005424063116371,0.1994575936883629,0.675,40,822,20.55,836,0.2041015625,0.009765625,0.20068359375,0.115478515625,0.5,0.16249999403953552,0.11501479148864746,0.5754258036613464,0.5,0.5766378045082092,0.0,True,0.16249999403953552,0.5,0.11501479148864746,0.5,0.5754258036613464,0.5766378045082092,0.0,1.4128615789992482,moderate_h95_forensic_signal,1,40,40.0,40.0,101,410,8.138613861386139,19.0,9,3,1.4444444444444444,2.5999999999999996,97,410,8.34020618556701,19.0,4,24,6.75,20.54999999999999,0.01,0.030162412993039445,0.015312131919905771,0.0,0.0,catastrophic,catastrophic,false_positive_heavy,false_positive_heavy,both_fp_and_fn,both_fp_and_fn,over_expansion,threshold_not_main_issue,fragmentation_noise,not_primary_boundary_error,semantic_failure_possible,copy_move,metadata,1.0,official tampering type metadata from tampering_types pickle,copy_move,True,False,True,False,copy_move,metadata,tiny_tamper_region; large_over_prediction; fragmented_prediction_noise,E:\Code\FINAL\Approach\resnet_H95\Train_resnet_server\res\failure_case_analysis\selected_worst_200\FCD\rank_002_f1_0.0302_FCD_000000.png
